admis,date,year,month,month.day,day,week.day,time,weekend
2486,2014-01-01,2014,ene,1,miércoles,3,0,0
2784,2014-01-02,2014,ene,2,jueves,4,1,0
2632,2014-01-03,2014,ene,3,viernes,5,2,0
3167,2014-01-04,2014,ene,4,sábado,6,3,0
3130,2014-01-05,2014,ene,5,domingo,7,4,0
2829,2014-01-06,2014,ene,6,lunes,1,5,0
2581,2014-01-07,2014,ene,7,martes,2,6,0
2371,2014-01-08,2014,ene,8,miércoles,3,7,0
2356,2014-01-09,2014,ene,9,jueves,4,8,0
2253,2014-01-10,2014,ene,10,viernes,5,9,0
2785,2014-01-11,2014,ene,11,sábado,6,10,0
2537,2014-01-12,2014,ene,12,domingo,7,11,0
2480,2014-01-13,2014,ene,13,lunes,1,12,0
2349,2014-01-14,2014,ene,14,martes,2,13,0
2122,2014-01-15,2014,ene,15,miércoles,3,14,0
2093,2014-01-16,2014,ene,16,jueves,4,15,0
1884,2014-01-17,2014,ene,17,viernes,5,16,0
2448,2014-01-18,2014,ene,18,sábado,6,17,0
2219,2014-01-19,2014,ene,19,domingo,7,18,0
2298,2014-01-20,2014,ene,20,lunes,1,19,0
2244,2014-01-21,2014,ene,21,martes,2,20,0
2206,2014-01-22,2014,ene,22,miércoles,3,21,0
2126,2014-01-23,2014,ene,23,jueves,4,22,0
1925,2014-01-24,2014,ene,24,viernes,5,23,0
2291,2014-01-25,2014,ene,25,sábado,6,24,0
2493,2014-01-26,2014,ene,26,domingo,7,25,0
2344,2014-01-27,2014,ene,27,lunes,1,26,0
2406,2014-01-28,2014,ene,28,martes,2,27,0
2167,2014-01-29,2014,ene,29,miércoles,3,28,0
1948,2014-01-30,2014,ene,30,jueves,4,29,0
1713,2014-01-31,2014,ene,31,viernes,5,30,0
2022,2014-02-01,2014,feb,1,sábado,6,31,0
2119,2014-02-02,2014,feb,2,domingo,7,32,0
2343,2014-02-03,2014,feb,3,lunes,1,33,0
2099,2014-02-04,2014,feb,4,martes,2,34,0
2077,2014-02-05,2014,feb,5,miércoles,3,35,0
2126,2014-02-06,2014,feb,6,jueves,4,36,0
1952,2014-02-07,2014,feb,7,viernes,5,37,0
2189,2014-02-08,2014,feb,8,sábado,6,38,0
2092,2014-02-09,2014,feb,9,domingo,7,39,0
2128,2014-02-10,2014,feb,10,lunes,1,40,0
2114,2014-02-11,2014,feb,11,martes,2,41,0
1913,2014-02-12,2014,feb,12,miércoles,3,42,0
1868,2014-02-13,2014,feb,13,jueves,4,43,0
1504,2014-02-14,2014,feb,14,viernes,5,44,0
1986,2014-02-15,2014,feb,15,sábado,6,45,0
2145,2014-02-16,2014,feb,16,domingo,7,46,0
2237,2014-02-17,2014,feb,17,lunes,1,47,0
1968,2014-02-18,2014,feb,18,martes,2,0,0
1959,2014-02-19,2014,feb,19,miércoles,3,1,0
1901,2014-02-20,2014,feb,20,jueves,4,2,0
1824,2014-02-21,2014,feb,21,viernes,5,3,0
2030,2014-02-22,2014,feb,22,sábado,6,4,0
2225,2014-02-23,2014,feb,23,domingo,7,5,0
2266,2014-02-24,2014,feb,24,lunes,1,6,0
2082,2014-02-25,2014,feb,25,martes,2,7,0
2101,2014-02-26,2014,feb,26,miércoles,3,8,0
2012,2014-02-27,2014,feb,27,jueves,4,9,0
1789,2014-02-28,2014,feb,28,viernes,5,10,0
2068,2014-03-01,2014,mar,1,sábado,6,11,0
2248,2014-03-02,2014,mar,2,domingo,7,12,0
2119,2014-03-03,2014,mar,3,lunes,1,13,0
1994,2014-03-04,2014,mar,4,martes,2,14,0
2106,2014-03-05,2014,mar,5,miércoles,3,15,0
2227,2014-03-06,2014,mar,6,jueves,4,16,0
2246,2014-03-07,2014,mar,7,viernes,5,17,0
2719,2014-03-08,2014,mar,8,sábado,6,18,0
3099,2014-03-09,2014,mar,9,domingo,7,19,0
3101,2014-03-10,2014,mar,10,lunes,1,20,0
3400,2014-03-11,2014,mar,11,martes,2,21,0
3214,2014-03-12,2014,mar,12,miércoles,3,22,0
3178,2014-03-13,2014,mar,13,jueves,4,23,0
3173,2014-03-14,2014,mar,14,viernes,5,24,0
3834,2014-03-15,2014,mar,15,sábado,6,25,0
4541,2014-03-16,2014,mar,16,domingo,7,26,0
4619,2014-03-17,2014,mar,17,lunes,1,27,0
4356,2014-03-18,2014,mar,18,martes,2,28,0
4327,2014-03-19,2014,mar,19,miércoles,3,29,0
4182,2014-03-20,2014,mar,20,jueves,4,30,0
3587,2014-03-21,2014,mar,21,viernes,5,31,0
4380,2014-03-22,2014,mar,22,sábado,6,32,0
4875,2014-03-23,2014,mar,23,domingo,7,33,0
4731,2014-03-24,2014,mar,24,lunes,1,34,0
4306,2014-03-25,2014,mar,25,martes,2,35,0
3980,2014-03-26,2014,mar,26,miércoles,3,36,0
3697,2014-03-27,2014,mar,27,jueves,4,37,0
3101,2014-03-28,2014,mar,28,viernes,5,38,0
3596,2014-03-29,2014,mar,29,sábado,6,39,0
3979,2014-03-30,2014,mar,30,domingo,7,40,0
4198,2014-03-31,2014,mar,31,lunes,1,41,0
4104,2014-04-01,2014,abr,1,martes,2,42,0
3812,2014-04-02,2014,abr,2,miércoles,3,43,0
3656,2014-04-03,2014,abr,3,jueves,4,44,0
3226,2014-04-04,2014,abr,4,viernes,5,45,0
3813,2014-04-05,2014,abr,5,sábado,6,46,0
3684,2014-04-06,2014,abr,6,domingo,7,47,0
4684,2014-04-07,2014,abr,7,lunes,1,0,0
4436,2014-04-08,2014,abr,8,martes,2,1,0
4173,2014-04-09,2014,abr,9,miércoles,3,2,0
3907,2014-04-10,2014,abr,10,jueves,4,3,0
3325,2014-04-11,2014,abr,11,viernes,5,4,0
4160,2014-04-12,2014,abr,12,sábado,6,5,0
4769,2014-04-13,2014,abr,13,domingo,7,6,0
5159,2014-04-14,2014,abr,14,lunes,1,7,0
4721,2014-04-15,2014,abr,15,martes,2,8,0
3931,2014-04-16,2014,abr,16,miércoles,3,9,0
3001,2014-04-17,2014,abr,17,jueves,4,10,0
3694,2014-04-18,2014,abr,18,viernes,5,11,0
4202,2014-04-19,2014,abr,19,sábado,6,12,0
4590,2014-04-20,2014,abr,20,domingo,7,13,0
5043,2014-04-21,2014,abr,21,lunes,1,14,0
4972,2014-04-22,2014,abr,22,martes,2,15,0
4275,2014-04-23,2014,abr,23,miércoles,3,16,0
4033,2014-04-24,2014,abr,24,jueves,4,17,0
3250,2014-04-25,2014,abr,25,viernes,5,18,0
3465,2014-04-26,2014,abr,26,sábado,6,19,0
4154,2014-04-27,2014,abr,27,domingo,7,20,0
4294,2014-04-28,2014,abr,28,lunes,1,21,0
3829,2014-04-29,2014,abr,29,martes,2,22,0
2812,2014-04-30,2014,abr,30,miércoles,3,23,0
3099,2014-05-01,2014,may,1,jueves,4,24,0
2979,2014-05-02,2014,may,2,viernes,5,25,0
3930,2014-05-03,2014,may,3,sábado,6,26,0
4310,2014-05-04,2014,may,4,domingo,7,27,0
4173,2014-05-05,2014,may,5,lunes,1,28,0
3681,2014-05-06,2014,may,6,martes,2,29,0
3446,2014-05-07,2014,may,7,miércoles,3,30,0
3525,2014-05-08,2014,may,8,jueves,4,31,0
2939,2014-05-09,2014,may,9,viernes,5,32,0
3509,2014-05-10,2014,may,10,sábado,6,33,0
3527,2014-05-11,2014,may,11,domingo,7,34,0
4454,2014-05-12,2014,may,12,lunes,1,35,0
4233,2014-05-13,2014,may,13,martes,2,36,0
4041,2014-05-14,2014,may,14,miércoles,3,37,0
3932,2014-05-15,2014,may,15,jueves,4,38,0
3506,2014-05-16,2014,may,16,viernes,5,39,0
4298,2014-05-17,2014,may,17,sábado,6,40,0
4810,2014-05-18,2014,may,18,domingo,7,41,0
5153,2014-05-19,2014,may,19,lunes,1,42,0
3957,2014-05-20,2014,may,20,martes,2,43,0
3917,2014-05-21,2014,may,21,miércoles,3,44,0
4585,2014-05-22,2014,may,22,jueves,4,45,0
4003,2014-05-23,2014,may,23,viernes,5,46,0
5025,2014-05-24,2014,may,24,sábado,6,47,0
5047,2014-05-25,2014,may,25,domingo,7,0,0
5385,2014-05-26,2014,may,26,lunes,1,1,0
5357,2014-05-27,2014,may,27,martes,2,2,0
4863,2014-05-28,2014,may,28,miércoles,3,3,0
4261,2014-05-29,2014,may,29,jueves,4,4,0
3662,2014-05-30,2014,may,30,viernes,5,5,0
4951,2014-05-31,2014,may,31,sábado,6,6,0
5474,2014-06-01,2014,jun,1,domingo,7,7,0
5857,2014-06-02,2014,jun,2,lunes,1,8,0
3969,2014-06-03,2014,jun,3,martes,2,9,0
5042,2014-06-04,2014,jun,4,miércoles,3,10,0
5118,2014-06-05,2014,jun,5,jueves,4,11,0
3737,2014-06-06,2014,jun,6,viernes,5,12,0
4314,2014-06-07,2014,jun,7,sábado,6,13,0
4612,2014-06-08,2014,jun,8,domingo,7,14,0
6483,2014-06-09,2014,jun,9,lunes,1,15,0
5877,2014-06-10,2014,jun,10,martes,2,16,0
4460,2014-06-11,2014,jun,11,miércoles,3,17,0
3548,2014-06-12,2014,jun,12,jueves,4,18,0
4032,2014-06-13,2014,jun,13,viernes,5,19,0
7010,2014-06-14,2014,jun,14,sábado,6,20,0
7368,2014-06-15,2014,jun,15,domingo,7,21,0
7513,2014-06-16,2014,jun,16,lunes,1,22,0
6914,2014-06-17,2014,jun,17,martes,2,23,0
5740,2014-06-18,2014,jun,18,miércoles,3,24,0
6520,2014-06-19,2014,jun,19,jueves,4,25,0
6061,2014-06-20,2014,jun,20,viernes,5,26,0
8036,2014-06-21,2014,jun,21,sábado,6,27,0
9029,2014-06-22,2014,jun,22,domingo,7,28,0
8105,2014-06-23,2014,jun,23,lunes,1,29,0
8041,2014-06-24,2014,jun,24,martes,2,30,0
7152,2014-06-25,2014,jun,25,miércoles,3,31,0
6914,2014-06-26,2014,jun,26,jueves,4,32,0
6892,2014-06-27,2014,jun,27,viernes,5,33,0
7717,2014-06-28,2014,jun,28,sábado,6,34,0
10305,2014-06-29,2014,jun,29,domingo,7,35,0
8389,2014-06-30,2014,jun,30,lunes,1,36,0
7867,2014-07-01,2014,jul,1,martes,2,37,0
6968,2014-07-02,2014,jul,2,miércoles,3,38,0
7055,2014-07-03,2014,jul,3,jueves,4,39,0
6195,2014-07-04,2014,jul,4,viernes,5,40,0
8643,2014-07-05,2014,jul,5,sábado,6,41,0
9220,2014-07-06,2014,jul,6,domingo,7,42,0
8443,2014-07-07,2014,jul,7,lunes,1,43,0
7055,2014-07-08,2014,jul,8,martes,2,44,0
6637,2014-07-09,2014,jul,9,miércoles,3,45,0
5986,2014-07-10,2014,jul,10,jueves,4,46,0
5089,2014-07-11,2014,jul,11,viernes,5,47,0
7913,2014-07-12,2014,jul,12,sábado,6,0,0
8083,2014-07-13,2014,jul,13,domingo,7,1,0
3932,2014-07-14,2014,jul,14,lunes,1,2,0
5363,2014-07-15,2014,jul,15,martes,2,3,0
6840,2014-07-16,2014,jul,16,miércoles,3,4,0
5267,2014-07-17,2014,jul,17,jueves,4,5,0
4698,2014-07-18,2014,jul,18,viernes,5,6,0
6131,2014-07-19,2014,jul,19,sábado,6,7,0
4757,2014-07-20,2014,jul,20,domingo,7,8,0
4502,2014-07-21,2014,jul,21,lunes,1,9,0
3664,2014-07-22,2014,jul,22,martes,2,10,0
3607,2014-07-23,2014,jul,23,miércoles,3,11,0
3451,2014-07-24,2014,jul,24,jueves,4,12,0
3091,2014-07-25,2014,jul,25,viernes,5,13,0
3952,2014-07-26,2014,jul,26,sábado,6,14,0
4105,2014-07-27,2014,jul,27,domingo,7,15,0
3739,2014-07-28,2014,jul,28,lunes,1,16,0
3548,2014-07-29,2014,jul,29,martes,2,17,0
3231,2014-07-30,2014,jul,30,miércoles,3,18,0
2799,2014-07-31,2014,jul,31,jueves,4,19,0
2639,2014-08-01,2014,ago,1,viernes,5,20,0
3365,2014-08-02,2014,ago,2,sábado,6,21,0
3405,2014-08-03,2014,ago,3,domingo,7,22,0
3535,2014-08-04,2014,ago,4,lunes,1,23,0
3353,2014-08-05,2014,ago,5,martes,2,24,0
2964,2014-08-06,2014,ago,6,miércoles,3,25,0
3262,2014-08-07,2014,ago,7,jueves,4,26,0
3010,2014-08-08,2014,ago,8,viernes,5,27,0
3591,2014-08-09,2014,ago,9,sábado,6,28,0
3698,2014-08-10,2014,ago,10,domingo,7,29,0
4137,2014-08-11,2014,ago,11,lunes,1,30,0
4082,2014-08-12,2014,ago,12,martes,2,31,0
4025,2014-08-13,2014,ago,13,miércoles,3,32,0
3320,2014-08-14,2014,ago,14,jueves,4,33,0
4450,2014-08-15,2014,ago,15,viernes,5,34,0
4746,2014-08-16,2014,ago,16,sábado,6,35,0
5072,2014-08-17,2014,ago,17,domingo,7,36,0
4921,2014-08-18,2014,ago,18,lunes,1,37,0
4284,2014-08-19,2014,ago,19,martes,2,38,0
4042,2014-08-20,2014,ago,20,miércoles,3,39,0
3928,2014-08-21,2014,ago,21,jueves,4,40,0
3273,2014-08-22,2014,ago,22,viernes,5,41,0
2931,2014-08-23,2014,ago,23,sábado,6,42,0
4148,2014-08-24,2014,ago,24,domingo,7,43,0
4661,2014-08-25,2014,ago,25,lunes,1,44,0
4372,2014-08-26,2014,ago,26,martes,2,45,0
3775,2014-08-27,2014,ago,27,miércoles,3,46,0
3675,2014-08-28,2014,ago,28,jueves,4,47,0
3231,2014-08-29,2014,ago,29,viernes,5,0,0
3929,2014-08-30,2014,ago,30,sábado,6,1,0
4557,2014-08-31,2014,ago,31,domingo,7,2,0
3838,2014-09-01,2014,sep,1,lunes,1,3,0
4155,2014-09-02,2014,sep,2,martes,2,4,0
3711,2014-09-03,2014,sep,3,miércoles,3,5,0
3804,2014-09-04,2014,sep,4,jueves,4,6,0
3032,2014-09-05,2014,sep,5,viernes,5,7,0
4344,2014-09-06,2014,sep,6,sábado,6,8,0
4952,2014-09-07,2014,sep,7,domingo,7,9,0
5242,2014-09-08,2014,sep,8,lunes,1,10,0
4584,2014-09-09,2014,sep,9,martes,2,11,0
4456,2014-09-10,2014,sep,10,miércoles,3,12,0
3148,2014-09-11,2014,sep,11,jueves,4,13,0
3864,2014-09-12,2014,sep,12,viernes,5,14,0
3835,2014-09-13,2014,sep,13,sábado,6,15,0
5191,2014-09-14,2014,sep,14,domingo,7,16,0
4520,2014-09-15,2014,sep,15,lunes,1,17,0
3931,2014-09-16,2014,sep,16,martes,2,18,0
3253,2014-09-17,2014,sep,17,miércoles,3,19,0
2968,2014-09-18,2014,sep,18,jueves,4,20,0
3838,2014-09-19,2014,sep,19,viernes,5,21,0
4858,2014-09-20,2014,sep,20,sábado,6,22,0
5379,2014-09-21,2014,sep,21,domingo,7,23,0
4918,2014-09-22,2014,sep,22,lunes,1,24,0
5041,2014-09-23,2014,sep,23,martes,2,25,0
4455,2014-09-24,2014,sep,24,miércoles,3,26,0
4190,2014-09-25,2014,sep,25,jueves,4,27,0
3924,2014-09-26,2014,sep,26,viernes,5,28,0
4726,2014-09-27,2014,sep,27,sábado,6,29,0
4785,2014-09-28,2014,sep,28,domingo,7,30,0
4578,2014-09-29,2014,sep,29,lunes,1,31,0
4235,2014-09-30,2014,sep,30,martes,2,32,0
3820,2014-10-01,2014,oct,1,miércoles,3,33,0
3779,2014-10-02,2014,oct,2,jueves,4,34,0
3476,2014-10-03,2014,oct,3,viernes,5,35,0
4172,2014-10-04,2014,oct,4,sábado,6,36,0
4478,2014-10-05,2014,oct,5,domingo,7,37,0
4842,2014-10-06,2014,oct,6,lunes,1,38,0
4474,2014-10-07,2014,oct,7,martes,2,39,0
4091,2014-10-08,2014,oct,8,miércoles,3,40,0
4351,2014-10-09,2014,oct,9,jueves,4,41,0
3658,2014-10-10,2014,oct,10,viernes,5,42,0
4592,2014-10-11,2014,oct,11,sábado,6,43,0
5085,2014-10-12,2014,oct,12,domingo,7,44,0
5056,2014-10-13,2014,oct,13,lunes,1,45,0
4367,2014-10-14,2014,oct,14,martes,2,46,0
3782,2014-10-15,2014,oct,15,miércoles,3,47,0
3658,2014-10-16,2014,oct,16,jueves,4,0,0
3200,2014-10-17,2014,oct,17,viernes,5,1,0
3784,2014-10-18,2014,oct,18,sábado,6,2,0
4097,2014-10-19,2014,oct,19,domingo,7,3,0
4108,2014-10-20,2014,oct,20,lunes,1,4,0
3515,2014-10-21,2014,oct,21,martes,2,5,0
3371,2014-10-22,2014,oct,22,miércoles,3,6,0
2960,2014-10-23,2014,oct,23,jueves,4,7,0
2719,2014-10-24,2014,oct,24,viernes,5,8,0
3240,2014-10-25,2014,oct,25,sábado,6,9,0
3705,2014-10-26,2014,oct,26,domingo,7,10,0
3678,2014-10-27,2014,oct,27,lunes,1,11,0
3275,2014-10-28,2014,oct,28,martes,2,12,0
3037,2014-10-29,2014,oct,29,miércoles,3,13,0
2477,2014-10-30,2014,oct,30,jueves,4,14,0
2737,2014-10-31,2014,oct,31,viernes,5,15,0
3416,2014-11-01,2014,nov,1,sábado,6,16,0
3544,2014-11-02,2014,nov,2,domingo,7,17,0
4033,2014-11-03,2014,nov,3,lunes,1,18,0
3620,2014-11-04,2014,nov,4,martes,2,19,0
3443,2014-11-05,2014,nov,5,miércoles,3,20,0
3199,2014-11-06,2014,nov,6,jueves,4,21,0
2880,2014-11-07,2014,nov,7,viernes,5,22,0
3420,2014-11-08,2014,nov,8,sábado,6,23,0
3494,2014-11-09,2014,nov,9,domingo,7,24,0
3415,2014-11-10,2014,nov,10,lunes,1,25,0
3093,2014-11-11,2014,nov,11,martes,2,26,0
3135,2014-11-12,2014,nov,12,miércoles,3,27,0
2950,2014-11-13,2014,nov,13,jueves,4,28,0
2568,2014-11-14,2014,nov,14,viernes,5,29,0
3206,2014-11-15,2014,nov,15,sábado,6,30,0
3459,2014-11-16,2014,nov,16,domingo,7,31,0
3412,2014-11-17,2014,nov,17,lunes,1,32,0
2811,2014-11-18,2014,nov,18,martes,2,33,0
2935,2014-11-19,2014,nov,19,miércoles,3,34,0
2712,2014-11-20,2014,nov,20,jueves,4,35,0
2650,2014-11-21,2014,nov,21,viernes,5,36,0
3093,2014-11-22,2014,nov,22,sábado,6,37,0
3307,2014-11-23,2014,nov,23,domingo,7,38,0
3285,2014-11-24,2014,nov,24,lunes,1,39,0
3242,2014-11-25,2014,nov,25,martes,2,40,0
3124,2014-11-26,2014,nov,26,miércoles,3,41,0
2867,2014-11-27,2014,nov,27,jueves,4,42,0
2505,2014-11-28,2014,nov,28,viernes,5,43,0
2360,2014-11-29,2014,nov,29,sábado,6,44,0
3186,2014-11-30,2014,nov,30,domingo,7,45,0
3643,2014-12-01,2014,dic,1,lunes,1,46,0
3160,2014-12-02,2014,dic,2,martes,2,47,0
3042,2014-12-03,2014,dic,3,miércoles,3,0,0
2773,2014-12-04,2014,dic,4,jueves,4,1,0
2513,2014-12-05,2014,dic,5,viernes,5,2,0
3002,2014-12-06,2014,dic,6,sábado,6,3,0
3088,2014-12-07,2014,dic,7,domingo,7,4,0
3462,2014-12-08,2014,dic,8,lunes,1,5,0
3136,2014-12-09,2014,dic,9,martes,2,6,0
2925,2014-12-10,2014,dic,10,miércoles,3,7,0
2658,2014-12-11,2014,dic,11,jueves,4,8,0
2466,2014-12-12,2014,dic,12,viernes,5,9,0
3067,2014-12-13,2014,dic,13,sábado,6,10,0
3490,2014-12-14,2014,dic,14,domingo,7,11,0
3072,2014-12-15,2014,dic,15,lunes,1,12,0
2855,2014-12-16,2014,dic,16,martes,2,13,0
2645,2014-12-17,2014,dic,17,miércoles,3,14,0
2569,2014-12-18,2014,dic,18,jueves,4,15,0
2227,2014-12-19,2014,dic,19,viernes,5,16,0
2665,2014-12-20,2014,dic,20,sábado,6,17,0
2883,2014-12-21,2014,dic,21,domingo,7,18,0
2759,2014-12-22,2014,dic,22,lunes,1,19,0
2451,2014-12-23,2014,dic,23,martes,2,20,0
1571,2014-12-24,2014,dic,24,miércoles,3,21,0
2897,2014-12-25,2014,dic,25,jueves,4,22,0
2923,2014-12-26,2014,dic,26,viernes,5,23,0
3442,2014-12-27,2014,dic,27,sábado,6,24,0
3281,2014-12-28,2014,dic,28,domingo,7,25,0
2830,2014-12-29,2014,dic,29,lunes,1,26,0
2511,2014-12-30,2014,dic,30,martes,2,27,0
1383,2014-12-31,2014,dic,31,miércoles,3,28,0
2262,2015-01-01,2015,ene,1,jueves,4,29,0
2608,2015-01-02,2015,ene,2,viernes,5,30,0
2812,2015-01-03,2015,ene,3,sábado,6,31,0
2841,2015-01-04,2015,ene,4,domingo,7,32,0
2619,2015-01-05,2015,ene,5,lunes,1,33,0
2334,2015-01-06,2015,ene,6,martes,2,34,0
2292,2015-01-07,2015,ene,7,miércoles,3,35,0
2247,2015-01-08,2015,ene,8,jueves,4,36,0
1924,2015-01-09,2015,ene,9,viernes,5,37,0
2411,2015-01-10,2015,ene,10,sábado,6,38,0
2380,2015-01-11,2015,ene,11,domingo,7,39,0
2320,2015-01-12,2015,ene,12,lunes,1,40,0
2153,2015-01-13,2015,ene,13,martes,2,41,0
2199,2015-01-14,2015,ene,14,miércoles,3,42,0
2001,2015-01-15,2015,ene,15,jueves,4,43,0
1868,2015-01-16,2015,ene,16,viernes,5,44,0
2222,2015-01-17,2015,ene,17,sábado,6,45,0
2234,2015-01-18,2015,ene,18,domingo,7,46,0
2172,2015-01-19,2015,ene,19,lunes,1,47,0
2117,2015-01-20,2015,ene,20,martes,2,0,0
1968,2015-01-21,2015,ene,21,miércoles,3,1,0
1922,2015-01-22,2015,ene,22,jueves,4,2,0
1907,2015-01-23,2015,ene,23,viernes,5,3,0
2128,2015-01-24,2015,ene,24,sábado,6,4,0
2122,2015-01-25,2015,ene,25,domingo,7,5,0
2164,2015-01-26,2015,ene,26,lunes,1,6,0
2090,2015-01-27,2015,ene,27,martes,2,7,0
1908,2015-01-28,2015,ene,28,miércoles,3,8,0
2038,2015-01-29,2015,ene,29,jueves,4,9,0
1779,2015-01-30,2015,ene,30,viernes,5,10,0
2208,2015-01-31,2015,ene,31,sábado,6,11,0
2253,2015-02-01,2015,feb,1,domingo,7,12,0
2233,2015-02-02,2015,feb,2,lunes,1,13,0
2010,2015-02-03,2015,feb,3,martes,2,14,0
2034,2015-02-04,2015,feb,4,miércoles,3,15,0
2010,2015-02-05,2015,feb,5,jueves,4,16,0
1724,2015-02-06,2015,feb,6,viernes,5,17,0
2098,2015-02-07,2015,feb,7,sábado,6,18,0
2177,2015-02-08,2015,feb,8,domingo,7,19,0
2240,2015-02-09,2015,feb,9,lunes,1,20,0
2158,2015-02-10,2015,feb,10,martes,2,21,0
2069,2015-02-11,2015,feb,11,miércoles,3,22,0
2126,2015-02-12,2015,feb,12,jueves,4,23,0
1777,2015-02-13,2015,feb,13,viernes,5,24,0
1993,2015-02-14,2015,feb,14,sábado,6,25,0
2252,2015-02-15,2015,feb,15,domingo,7,26,0
2176,2015-02-16,2015,feb,16,lunes,1,27,0
2182,2015-02-17,2015,feb,17,martes,2,28,0
2168,2015-02-18,2015,feb,18,miércoles,3,29,0
2177,2015-02-19,2015,feb,19,jueves,4,30,0
2135,2015-02-20,2015,feb,20,viernes,5,31,0
2383,2015-02-21,2015,feb,21,sábado,6,32,0
2499,2015-02-22,2015,feb,22,domingo,7,33,0
2464,2015-02-23,2015,feb,23,lunes,1,34,0
2162,2015-02-24,2015,feb,24,martes,2,35,0
2154,2015-02-25,2015,feb,25,miércoles,3,36,0
2090,2015-02-26,2015,feb,26,jueves,4,37,0
2119,2015-02-27,2015,feb,27,viernes,5,38,0
2226,2015-02-28,2015,feb,28,sábado,6,39,0
2332,2015-03-01,2015,mar,1,domingo,7,40,0
2316,2015-03-02,2015,mar,2,lunes,1,41,0
2288,2015-03-03,2015,mar,3,martes,2,42,0
2287,2015-03-04,2015,mar,4,miércoles,3,43,0
2395,2015-03-05,2015,mar,5,jueves,4,44,0
2126,2015-03-06,2015,mar,6,viernes,5,45,0
2832,2015-03-07,2015,mar,7,sábado,6,46,0
3078,2015-03-08,2015,mar,8,domingo,7,47,0
3112,2015-03-09,2015,mar,9,lunes,1,0,0
2972,2015-03-10,2015,mar,10,martes,2,1,0
2971,2015-03-11,2015,mar,11,miércoles,3,2,0
3005,2015-03-12,2015,mar,12,jueves,4,3,0
3043,2015-03-13,2015,mar,13,viernes,5,4,0
3734,2015-03-14,2015,mar,14,sábado,6,5,0
4697,2015-03-15,2015,mar,15,domingo,7,6,0
4577,2015-03-16,2015,mar,16,lunes,1,7,0
4451,2015-03-17,2015,mar,17,martes,2,8,0
4346,2015-03-18,2015,mar,18,miércoles,3,9,0
3899,2015-03-19,2015,mar,19,jueves,4,10,0
3509,2015-03-20,2015,mar,20,viernes,5,11,0
4409,2015-03-21,2015,mar,21,sábado,6,12,0
4604,2015-03-22,2015,mar,22,domingo,7,13,0
4369,2015-03-23,2015,mar,23,lunes,1,14,0
3467,2015-03-24,2015,mar,24,martes,2,15,0
3639,2015-03-25,2015,mar,25,miércoles,3,16,0
3433,2015-03-26,2015,mar,26,jueves,4,17,0
3141,2015-03-27,2015,mar,27,viernes,5,18,0
4034,2015-03-28,2015,mar,28,sábado,6,19,0
3966,2015-03-29,2015,mar,29,domingo,7,20,0
4311,2015-03-30,2015,mar,30,lunes,1,21,0
3881,2015-03-31,2015,mar,31,martes,2,22,0
3784,2015-04-01,2015,abr,1,miércoles,3,23,0
3297,2015-04-02,2015,abr,2,jueves,4,24,0
4007,2015-04-03,2015,abr,3,viernes,5,25,0
4195,2015-04-04,2015,abr,4,sábado,6,26,0
4578,2015-04-05,2015,abr,5,domingo,7,27,0
4560,2015-04-06,2015,abr,6,lunes,1,28,0
4043,2015-04-07,2015,abr,7,martes,2,29,0
3881,2015-04-08,2015,abr,8,miércoles,3,30,0
3793,2015-04-09,2015,abr,9,jueves,4,31,0
3510,2015-04-10,2015,abr,10,viernes,5,32,0
4363,2015-04-11,2015,abr,11,sábado,6,33,0
4757,2015-04-12,2015,abr,12,domingo,7,34,0
4770,2015-04-13,2015,abr,13,lunes,1,35,0
4316,2015-04-14,2015,abr,14,martes,2,36,0
3957,2015-04-15,2015,abr,15,miércoles,3,37,0
3803,2015-04-16,2015,abr,16,jueves,4,38,0
3631,2015-04-17,2015,abr,17,viernes,5,39,0
4639,2015-04-18,2015,abr,18,sábado,6,40,0
4718,2015-04-19,2015,abr,19,domingo,7,41,0
5163,2015-04-20,2015,abr,20,lunes,1,42,0
4863,2015-04-21,2015,abr,21,martes,2,43,0
4670,2015-04-22,2015,abr,22,miércoles,3,44,0
4566,2015-04-23,2015,abr,23,jueves,4,45,0
4241,2015-04-24,2015,abr,24,viernes,5,46,0
5344,2015-04-25,2015,abr,25,sábado,6,47,0
5388,2015-04-26,2015,abr,26,domingo,7,0,0
5444,2015-04-27,2015,abr,27,lunes,1,1,0
5387,2015-04-28,2015,abr,28,martes,2,2,0
4958,2015-04-29,2015,abr,29,miércoles,3,3,0
4011,2015-04-30,2015,abr,30,jueves,4,4,0
4448,2015-05-01,2015,may,1,viernes,5,5,0
4546,2015-05-02,2015,may,2,sábado,6,6,0
5181,2015-05-03,2015,may,3,domingo,7,7,0
5703,2015-05-04,2015,may,4,lunes,1,8,0
5287,2015-05-05,2015,may,5,martes,2,9,0
5102,2015-05-06,2015,may,6,miércoles,3,10,0
4675,2015-05-07,2015,may,7,jueves,4,11,0
3560,2015-05-08,2015,may,8,viernes,5,12,0
4549,2015-05-09,2015,may,9,sábado,6,13,0
4522,2015-05-10,2015,may,10,domingo,7,14,0
5548,2015-05-11,2015,may,11,lunes,1,15,0
5189,2015-05-12,2015,may,12,martes,2,16,0
4908,2015-05-13,2015,may,13,miércoles,3,17,0
4600,2015-05-14,2015,may,14,jueves,4,18,0
4212,2015-05-15,2015,may,15,viernes,5,19,0
