admis,date,year,month,month.day,day,week.day,time,weekend
2000,2018-01-05,2018,ene,5,viernes,5,25,0
2425,2018-01-06,2018,ene,6,sábado,6,26,0
2355,2018-01-07,2018,ene,7,domingo,7,27,0
2163,2018-01-08,2018,ene,8,lunes,1,28,0
2007,2018-01-09,2018,ene,9,martes,2,29,0
1949,2018-01-10,2018,ene,10,miércoles,3,30,0
1882,2018-01-11,2018,ene,11,jueves,4,31,0
1819,2018-01-12,2018,ene,12,viernes,5,32,0
2225,2018-01-13,2018,ene,13,sábado,6,33,0
2231,2018-01-14,2018,ene,14,domingo,7,34,0
1969,2018-01-15,2018,ene,15,lunes,1,35,0
2143,2018-01-16,2018,ene,16,martes,2,36,0
1868,2018-01-17,2018,ene,17,miércoles,3,37,0
1875,2018-01-18,2018,ene,18,jueves,4,38,0
1668,2018-01-19,2018,ene,19,viernes,5,39,0
2013,2018-01-20,2018,ene,20,sábado,6,40,0
2114,2018-01-21,2018,ene,21,domingo,7,41,0
1977,2018-01-22,2018,ene,22,lunes,1,42,0
1784,2018-01-23,2018,ene,23,martes,2,43,0
1780,2018-01-24,2018,ene,24,miércoles,3,44,0
1607,2018-01-25,2018,ene,25,jueves,4,45,0
1604,2018-01-26,2018,ene,26,viernes,5,46,0
2021,2018-01-27,2018,ene,27,sábado,6,47,0
2103,2018-01-28,2018,ene,28,domingo,7,0,0
1992,2018-01-29,2018,ene,29,lunes,1,1,0
1822,2018-01-30,2018,ene,30,martes,2,2,0
1713,2018-01-31,2018,ene,31,miércoles,3,3,0
1707,2018-02-01,2018,feb,1,jueves,4,4,0
1538,2018-02-02,2018,feb,2,viernes,5,5,0
1849,2018-02-03,2018,feb,3,sábado,6,6,0
1787,2018-02-04,2018,feb,4,domingo,7,7,0
1713,2018-02-05,2018,feb,5,lunes,1,8,0
1722,2018-02-06,2018,feb,6,martes,2,9,0
1606,2018-02-07,2018,feb,7,miércoles,3,10,0
1567,2018-02-08,2018,feb,8,jueves,4,11,0
1758,2018-02-09,2018,feb,9,viernes,5,12,0
2026,2018-02-10,2018,feb,10,sábado,6,13,0
2137,2018-02-11,2018,feb,11,domingo,7,14,0
2010,2018-02-12,2018,feb,12,lunes,1,15,0
1885,2018-02-13,2018,feb,13,martes,2,16,0
1679,2018-02-14,2018,feb,14,miércoles,3,17,0
1752,2018-02-15,2018,feb,15,jueves,4,18,0
1650,2018-02-16,2018,feb,16,viernes,5,19,0
1972,2018-02-17,2018,feb,17,sábado,6,20,0
2024,2018-02-18,2018,feb,18,domingo,7,21,0
1862,2018-02-19,2018,feb,19,lunes,1,22,0
1839,2018-02-20,2018,feb,20,martes,2,23,0
1764,2018-02-21,2018,feb,21,miércoles,3,24,0
1823,2018-02-22,2018,feb,22,jueves,4,25,0
1789,2018-02-23,2018,feb,23,viernes,5,26,0
2206,2018-02-24,2018,feb,24,sábado,6,27,0
2246,2018-02-25,2018,feb,25,domingo,7,28,0
2162,2018-02-26,2018,feb,26,lunes,1,29,0
2043,2018-02-27,2018,feb,27,martes,2,30,0
1992,2018-02-28,2018,feb,28,miércoles,3,31,0
1991,2018-03-01,2018,mar,1,jueves,4,32,0
1763,2018-03-02,2018,mar,2,viernes,5,33,0
2108,2018-03-03,2018,mar,3,sábado,6,34,0
2225,2018-03-04,2018,mar,4,domingo,7,35,0
2195,2018-03-05,2018,mar,5,lunes,1,36,0
2277,2018-03-06,2018,mar,6,martes,2,37,0
2339,2018-03-07,2018,mar,7,miércoles,3,38,0
2221,2018-03-08,2018,mar,8,jueves,4,39,0
2474,2018-03-09,2018,mar,9,viernes,5,40,0
3446,2018-03-10,2018,mar,10,sábado,6,41,0
3766,2018-03-11,2018,mar,11,domingo,7,42,0
4116,2018-03-12,2018,mar,12,lunes,1,43,0
3945,2018-03-13,2018,mar,13,martes,2,44,0
4212,2018-03-14,2018,mar,14,miércoles,3,45,0
4348,2018-03-15,2018,mar,15,jueves,4,46,0
4003,2018-03-16,2018,mar,16,viernes,5,47,0
5388,2018-03-17,2018,mar,17,sábado,6,0,0
5527,2018-03-18,2018,mar,18,domingo,7,1,0
5196,2018-03-19,2018,mar,19,lunes,1,2,0
4936,2018-03-20,2018,mar,20,martes,2,3,0
4636,2018-03-21,2018,mar,21,miércoles,3,4,0
4384,2018-03-22,2018,mar,22,jueves,4,5,0
3887,2018-03-23,2018,mar,23,viernes,5,6,0
4947,2018-03-24,2018,mar,24,sábado,6,7,0
5453,2018-03-25,2018,mar,25,domingo,7,8,0
4803,2018-03-26,2018,mar,26,lunes,1,9,0
4535,2018-03-27,2018,mar,27,martes,2,10,0
3905,2018-03-28,2018,mar,28,miércoles,3,11,0
3032,2018-03-29,2018,mar,29,jueves,4,12,0
3908,2018-03-30,2018,mar,30,viernes,5,13,0
3992,2018-03-31,2018,mar,31,sábado,6,14,0
4060,2018-04-01,2018,abr,1,domingo,7,15,0
4245,2018-04-02,2018,abr,2,lunes,1,16,0
3871,2018-04-03,2018,abr,3,martes,2,17,0
3639,2018-04-04,2018,abr,4,miércoles,3,18,0
3303,2018-04-05,2018,abr,5,jueves,4,19,0
2836,2018-04-06,2018,abr,6,viernes,5,20,0
3643,2018-04-07,2018,abr,7,sábado,6,21,0
3965,2018-04-08,2018,abr,8,domingo,7,22,0
4070,2018-04-09,2018,abr,9,lunes,1,23,0
3686,2018-04-10,2018,abr,10,martes,2,24,0
3332,2018-04-11,2018,abr,11,miércoles,3,25,0
3255,2018-04-12,2018,abr,12,jueves,4,26,0
2968,2018-04-13,2018,abr,13,viernes,5,27,0
3812,2018-04-14,2018,abr,14,sábado,6,28,0
4002,2018-04-15,2018,abr,15,domingo,7,29,0
4081,2018-04-16,2018,abr,16,lunes,1,30,0
3985,2018-04-17,2018,abr,17,martes,2,31,0
3518,2018-04-18,2018,abr,18,miércoles,3,32,0
3324,2018-04-19,2018,abr,19,jueves,4,33,0
2979,2018-04-20,2018,abr,20,viernes,5,34,0
3982,2018-04-21,2018,abr,21,sábado,6,35,0
4353,2018-04-22,2018,abr,22,domingo,7,36,0
4163,2018-04-23,2018,abr,23,lunes,1,37,0
4017,2018-04-24,2018,abr,24,martes,2,38,0
3806,2018-04-25,2018,abr,25,miércoles,3,39,0
3551,2018-04-26,2018,abr,26,jueves,4,40,0
3393,2018-04-27,2018,abr,27,viernes,5,41,0
4477,2018-04-28,2018,abr,28,sábado,6,42,0
4337,2018-04-29,2018,abr,29,domingo,7,43,0
3454,2018-04-30,2018,abr,30,lunes,1,44,0
4474,2018-05-01,2018,may,1,martes,2,45,0
4031,2018-05-02,2018,may,2,miércoles,3,46,0
4049,2018-05-03,2018,may,3,jueves,4,47,0
3403,2018-05-04,2018,may,4,viernes,5,0,0
4233,2018-05-05,2018,may,5,sábado,6,1,0
4556,2018-05-06,2018,may,6,domingo,7,2,0
4263,2018-05-07,2018,may,7,lunes,1,3,0
4115,2018-05-08,2018,may,8,martes,2,4,0
3608,2018-05-09,2018,may,9,miércoles,3,5,0
3377,2018-05-10,2018,may,10,jueves,4,6,0
3215,2018-05-11,2018,may,11,viernes,5,7,0
4347,2018-05-12,2018,may,12,sábado,6,8,0
3750,2018-05-13,2018,may,13,domingo,7,9,0
4378,2018-05-14,2018,may,14,lunes,1,10,0
4028,2018-05-15,2018,may,15,martes,2,11,0
3827,2018-05-16,2018,may,16,miércoles,3,12,0
3866,2018-05-17,2018,may,17,jueves,4,13,0
3468,2018-05-18,2018,may,18,viernes,5,14,0
4689,2018-05-19,2018,may,19,sábado,6,15,0
4893,2018-05-20,2018,may,20,domingo,7,16,0
6044,2018-05-21,2018,may,21,lunes,1,17,0
4904,2018-05-22,2018,may,22,martes,2,18,0
4741,2018-05-23,2018,may,23,miércoles,3,19,0
3998,2018-05-24,2018,may,24,jueves,4,20,0
3703,2018-05-25,2018,may,25,viernes,5,21,0
4736,2018-05-26,2018,may,26,sábado,6,22,0
5095,2018-05-27,2018,may,27,domingo,7,23,0
4387,2018-05-28,2018,may,28,lunes,1,24,0
3078,2018-05-29,2018,may,29,martes,2,25,0
4068,2018-05-30,2018,may,30,miércoles,3,26,0
3396,2018-05-31,2018,may,31,jueves,4,27,0
2973,2018-06-01,2018,jun,1,viernes,5,28,0
4112,2018-06-02,2018,jun,2,sábado,6,29,0
4497,2018-06-03,2018,jun,3,domingo,7,30,0
4610,2018-06-04,2018,jun,4,lunes,1,31,0
4016,2018-06-05,2018,jun,5,martes,2,32,0
4277,2018-06-06,2018,jun,6,miércoles,3,33,0
4172,2018-06-07,2018,jun,7,jueves,4,34,0
3929,2018-06-08,2018,jun,8,viernes,5,35,0
4411,2018-06-09,2018,jun,9,sábado,6,36,0
4044,2018-06-10,2018,jun,10,domingo,7,37,0
3128,2018-06-11,2018,jun,11,lunes,1,38,0
4758,2018-06-12,2018,jun,12,martes,2,39,0
4625,2018-06-13,2018,jun,13,miércoles,3,40,0
4303,2018-06-14,2018,jun,14,jueves,4,41,0
3637,2018-06-15,2018,jun,15,viernes,5,42,0
4906,2018-06-16,2018,jun,16,sábado,6,43,0
5056,2018-06-17,2018,jun,17,domingo,7,44,0
5566,2018-06-18,2018,jun,18,lunes,1,45,0
4894,2018-06-19,2018,jun,19,martes,2,46,0
4665,2018-06-20,2018,jun,20,miércoles,3,47,0
4358,2018-06-21,2018,jun,21,jueves,4,0,0
4187,2018-06-22,2018,jun,22,viernes,5,1,0
5603,2018-06-23,2018,jun,23,sábado,6,2,0
5523,2018-06-24,2018,jun,24,domingo,7,3,0
5783,2018-06-25,2018,jun,25,lunes,1,4,0
5416,2018-06-26,2018,jun,26,martes,2,5,0
5124,2018-06-27,2018,jun,27,miércoles,3,6,0
4643,2018-06-28,2018,jun,28,jueves,4,7,0
4311,2018-06-29,2018,jun,29,viernes,5,8,0
5051,2018-06-30,2018,jun,30,sábado,6,9,0
5034,2018-07-01,2018,jul,1,domingo,7,10,0
6846,2018-07-02,2018,jul,2,lunes,1,11,0
6186,2018-07-03,2018,jul,3,martes,2,12,0
4422,2018-07-04,2018,jul,4,miércoles,3,13,0
3383,2018-07-05,2018,jul,5,jueves,4,14,0
4401,2018-07-06,2018,jul,6,viernes,5,15,0
6377,2018-07-07,2018,jul,7,sábado,6,16,0
6552,2018-07-08,2018,jul,8,domingo,7,17,0
6183,2018-07-09,2018,jul,9,lunes,1,18,0
4840,2018-07-10,2018,jul,10,martes,2,19,0
4901,2018-07-11,2018,jul,11,miércoles,3,20,0
4979,2018-07-12,2018,jul,12,jueves,4,21,0
4855,2018-07-13,2018,jul,13,viernes,5,22,0
6758,2018-07-14,2018,jul,14,sábado,6,23,0
6563,2018-07-15,2018,jul,15,domingo,7,24,0
7274,2018-07-16,2018,jul,16,lunes,1,25,0
5344,2018-07-17,2018,jul,17,martes,2,26,0
4750,2018-07-18,2018,jul,18,miércoles,3,27,0
4551,2018-07-19,2018,jul,19,jueves,4,28,0
4426,2018-07-20,2018,jul,20,viernes,5,29,0
6005,2018-07-21,2018,jul,21,sábado,6,30,0
6040,2018-07-22,2018,jul,22,domingo,7,31,0
5041,2018-07-23,2018,jul,23,lunes,1,32,0
4535,2018-07-24,2018,jul,24,martes,2,33,0
4389,2018-07-25,2018,jul,25,miércoles,3,34,0
4093,2018-07-26,2018,jul,26,jueves,4,35,0
3216,2018-07-27,2018,jul,27,viernes,5,36,0
4986,2018-07-28,2018,jul,28,sábado,6,37,0
5112,2018-07-29,2018,jul,29,domingo,7,38,0
4438,2018-07-30,2018,jul,30,lunes,1,39,0
4075,2018-07-31,2018,jul,31,martes,2,40,0
4094,2018-08-01,2018,ago,1,miércoles,3,41,0
3659,2018-08-02,2018,ago,2,jueves,4,42,0
3557,2018-08-03,2018,ago,3,viernes,5,43,0
4801,2018-08-04,2018,ago,4,sábado,6,44,0
5238,2018-08-05,2018,ago,5,domingo,7,45,0
5326,2018-08-06,2018,ago,6,lunes,1,46,0
4988,2018-08-07,2018,ago,7,martes,2,47,0
4925,2018-08-08,2018,ago,8,miércoles,3,0,0
4942,2018-08-09,2018,ago,9,jueves,4,1,0
4794,2018-08-10,2018,ago,10,viernes,5,2,0
6203,2018-08-11,2018,ago,11,sábado,6,3,0
6545,2018-08-12,2018,ago,12,domingo,7,4,0
6417,2018-08-13,2018,ago,13,lunes,1,5,0
5682,2018-08-14,2018,ago,14,martes,2,6,0
7233,2018-08-15,2018,ago,15,miércoles,3,7,0
5994,2018-08-16,2018,ago,16,jueves,4,8,0
5037,2018-08-17,2018,ago,17,viernes,5,9,0
6175,2018-08-18,2018,ago,18,sábado,6,10,0
6387,2018-08-19,2018,ago,19,domingo,7,11,0
6117,2018-08-20,2018,ago,20,lunes,1,12,0
5504,2018-08-21,2018,ago,21,martes,2,13,0
4835,2018-08-22,2018,ago,22,miércoles,3,14,0
4119,2018-08-23,2018,ago,23,jueves,4,15,0
4707,2018-08-24,2018,ago,24,viernes,5,16,0
6179,2018-08-25,2018,ago,25,sábado,6,17,0
6666,2018-08-26,2018,ago,26,domingo,7,18,0
5533,2018-08-27,2018,ago,27,lunes,1,19,0
5134,2018-08-28,2018,ago,28,martes,2,20,0
4742,2018-08-29,2018,ago,29,miércoles,3,21,0
4509,2018-08-30,2018,ago,30,jueves,4,22,0
3819,2018-08-31,2018,ago,31,viernes,5,23,0
4974,2018-09-01,2018,sep,1,sábado,6,24,0
5493,2018-09-02,2018,sep,2,domingo,7,25,0
5821,2018-09-03,2018,sep,3,lunes,1,26,0
4965,2018-09-04,2018,sep,4,martes,2,27,0
4623,2018-09-05,2018,sep,5,miércoles,3,28,0
4547,2018-09-06,2018,sep,6,jueves,4,29,0
4103,2018-09-07,2018,sep,7,viernes,5,30,0
5318,2018-09-08,2018,sep,8,sábado,6,31,0
5727,2018-09-09,2018,sep,9,domingo,7,32,0
5305,2018-09-10,2018,sep,10,lunes,1,33,0
4166,2018-09-11,2018,sep,11,martes,2,34,0
4566,2018-09-12,2018,sep,12,miércoles,3,35,0
4108,2018-09-13,2018,sep,13,jueves,4,36,0
3699,2018-09-14,2018,sep,14,viernes,5,37,0
4354,2018-09-15,2018,sep,15,sábado,6,38,0
4443,2018-09-16,2018,sep,16,domingo,7,39,0
4300,2018-09-17,2018,sep,17,lunes,1,40,0
3319,2018-09-18,2018,sep,18,martes,2,41,0
4212,2018-09-19,2018,sep,19,miércoles,3,42,0
4200,2018-09-20,2018,sep,20,jueves,4,43,0
4027,2018-09-21,2018,sep,21,viernes,5,44,0
4924,2018-09-22,2018,sep,22,sábado,6,45,0
4756,2018-09-23,2018,sep,23,domingo,7,46,0
4176,2018-09-24,2018,sep,24,lunes,1,47,0
3908,2018-09-25,2018,sep,25,martes,2,0,0
3608,2018-09-26,2018,sep,26,miércoles,3,1,0
3375,2018-09-27,2018,sep,27,jueves,4,2,0
2910,2018-09-28,2018,sep,28,viernes,5,3,0
3544,2018-09-29,2018,sep,29,sábado,6,4,0
3668,2018-09-30,2018,sep,30,domingo,7,5,0
3812,2018-10-01,2018,oct,1,lunes,1,6,0
3766,2018-10-02,2018,oct,2,martes,2,7,0
3621,2018-10-03,2018,oct,3,miércoles,3,8,0
3583,2018-10-04,2018,oct,4,jueves,4,9,0
3155,2018-10-05,2018,oct,5,viernes,5,10,0
4007,2018-10-06,2018,oct,6,sábado,6,11,0
4241,2018-10-07,2018,oct,7,domingo,7,12,0
4176,2018-10-08,2018,oct,8,lunes,1,13,0
3983,2018-10-09,2018,oct,9,martes,2,14,0
3761,2018-10-10,2018,oct,10,miércoles,3,15,0
3566,2018-10-11,2018,oct,11,jueves,4,16,0
3001,2018-10-12,2018,oct,12,viernes,5,17,0
3849,2018-10-13,2018,oct,13,sábado,6,18,0
4184,2018-10-14,2018,oct,14,domingo,7,19,0
4505,2018-10-15,2018,oct,15,lunes,1,20,0
3690,2018-10-16,2018,oct,16,martes,2,21,0
3989,2018-10-17,2018,oct,17,miércoles,3,22,0
3817,2018-10-18,2018,oct,18,jueves,4,23,0
3189,2018-10-19,2018,oct,19,viernes,5,24,0
3958,2018-10-20,2018,oct,20,sábado,6,25,0
4196,2018-10-21,2018,oct,21,domingo,7,26,0
4088,2018-10-22,2018,oct,22,lunes,1,27,0
3890,2018-10-23,2018,oct,23,martes,2,28,0
3637,2018-10-24,2018,oct,24,miércoles,3,29,0
3262,2018-10-25,2018,oct,25,jueves,4,30,0
3048,2018-10-26,2018,oct,26,viernes,5,31,0
4042,2018-10-27,2018,oct,27,sábado,6,32,0
3986,2018-10-28,2018,oct,28,domingo,7,33,0
3882,2018-10-29,2018,oct,29,lunes,1,34,0
3172,2018-10-30,2018,oct,30,martes,2,35,0
2235,2018-10-31,2018,oct,31,miércoles,3,36,0
3412,2018-11-01,2018,nov,1,jueves,4,37,0
3515,2018-11-02,2018,nov,2,viernes,5,38,0
3271,2018-11-03,2018,nov,3,sábado,6,39,0
3802,2018-11-04,2018,nov,4,domingo,7,40,0
3695,2018-11-05,2018,nov,5,lunes,1,41,0
3240,2018-11-06,2018,nov,6,martes,2,42,0
2907,2018-11-07,2018,nov,7,miércoles,3,43,0
2863,2018-11-08,2018,nov,8,jueves,4,44,0
2743,2018-11-09,2018,nov,9,viernes,5,45,0
3663,2018-11-10,2018,nov,10,sábado,6,46,0
3649,2018-11-11,2018,nov,11,domingo,7,47,0
3051,2018-11-12,2018,nov,12,lunes,1,0,0
2970,2018-11-13,2018,nov,13,martes,2,1,0
3090,2018-11-14,2018,nov,14,miércoles,3,2,0
2828,2018-11-15,2018,nov,15,jueves,4,3,0
2350,2018-11-16,2018,nov,16,viernes,5,4,0
3170,2018-11-17,2018,nov,17,sábado,6,5,0
3445,2018-11-18,2018,nov,18,domingo,7,6,0
3256,2018-11-19,2018,nov,19,lunes,1,7,0
3206,2018-11-20,2018,nov,20,martes,2,8,0
2759,2018-11-21,2018,nov,21,miércoles,3,9,0
2729,2018-11-22,2018,nov,22,jueves,4,10,0
2519,2018-11-23,2018,nov,23,viernes,5,11,0
2996,2018-11-24,2018,nov,24,sábado,6,12,0
3506,2018-11-25,2018,nov,25,domingo,7,13,0
3422,2018-11-26,2018,nov,26,lunes,1,14,0
3075,2018-11-27,2018,nov,27,martes,2,15,0
2853,2018-11-28,2018,nov,28,miércoles,3,16,0
2801,2018-11-29,2018,nov,29,jueves,4,17,0
2445,2018-11-30,2018,nov,30,viernes,5,18,0
2692,2018-12-01,2018,dic,1,sábado,6,19,0
3063,2018-12-02,2018,dic,2,domingo,7,20,0
2960,2018-12-03,2018,dic,3,lunes,1,21,0
2745,2018-12-04,2018,dic,4,martes,2,22,0
2646,2018-12-05,2018,dic,5,miércoles,3,23,0
2635,2018-12-06,2018,dic,6,jueves,4,24,0
2249,2018-12-07,2018,dic,7,viernes,5,25,0
2826,2018-12-08,2018,dic,8,sábado,6,26,0
3076,2018-12-09,2018,dic,9,domingo,7,27,0
3052,2018-12-10,2018,dic,10,lunes,1,28,0
2746,2018-12-11,2018,dic,11,martes,2,29,0
2372,2018-12-12,2018,dic,12,miércoles,3,30,0
2421,2018-12-13,2018,dic,13,jueves,4,31,0
2351,2018-12-14,2018,dic,14,viernes,5,32,0
2842,2018-12-15,2018,dic,15,sábado,6,33,0
3154,2018-12-16,2018,dic,16,domingo,7,34,0
2806,2018-12-17,2018,dic,17,lunes,1,35,0
2457,2018-12-18,2018,dic,18,martes,2,36,0
2401,2018-12-19,2018,dic,19,miércoles,3,37,0
2318,2018-12-20,2018,dic,20,jueves,4,38,0
2083,2018-12-21,2018,dic,21,viernes,5,39,0
2718,2018-12-22,2018,dic,22,sábado,6,40,0
2951,2018-12-23,2018,dic,23,domingo,7,41,0
1632,2018-12-24,2018,dic,24,lunes,1,42,0
2701,2018-12-25,2018,dic,25,martes,2,43,0
2695,2018-12-26,2018,dic,26,miércoles,3,44,0
2457,2018-12-27,2018,dic,27,jueves,4,45,0
2227,2018-12-28,2018,dic,28,viernes,5,46,0
2941,2018-12-29,2018,dic,29,sábado,6,47,0
2863,2018-12-30,2018,dic,30,domingo,7,0,0
1565,2018-12-31,2018,dic,31,lunes,1,1,0
